_id,text,created_at,coordinates,source,geo
ObjectId(5728f30ee6ad0c29540b2d0a),"RT @DebAlwaystrump: @FoxNews 
Trump DID NOT accuse Teds father of anything HE READ IT AT THE GROCERY STORE like the rest of America https:/…",2016-05-03T18:50:54.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d0b),"Take the Challenge @tedcruz Mike Cernovich Offers $100,000 for Charity to Debate Lyin' Ted over Trump -  https://t.co/A4wYiCi5Ec",2016-05-03T18:50:54.000Z,"",Twitter Web Client,""
ObjectId(5728f30ee6ad0c29540b2d0c),"Cruz, Trump Exchange Insults as Indiana Votes: Assailing each other with no letup, Republican front-runner Do... https://t.co/lCErdGKccm",2016-05-03T18:50:54.000Z,"",twitterfeed,""
ObjectId(5728f30ee6ad0c29540b2d0d),"RT @bakerlarry84: THANK YOU LOLA! @lolamauer @tedcruz now call family and friends and #ChooseCruz b/c anyone else is just a vote for trump,…",2016-05-03T18:50:54.000Z,"",Twitter for Android,""
ObjectId(5728f30ee6ad0c29540b2d0e),RT @amandacarpenter: Donald Trump complains about the rules. He couldn't even organize his own family to vote. What rule is stacked against…,2016-05-03T18:50:55.000Z,"",TweetCaster for Android,""
ObjectId(5728f30ee6ad0c29540b2d0f),RT @FreeBeacon: --&gt; SUPERcut: @Morning_Joe Saw Trump Coming And Don’t You Ever Forget It https://t.co/41j2e1EOJ0 https://t.co/xgjRsAV5w1,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d10),Ella that is a good thing ! 😂😂😂😎👊 https://t.co/dNNLMZvH2Q,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d11),RT @TheDailyShow: Trump endorser Bobby Knight is known for his court-side antics.  #TrumpGoonSquad https://t.co/6Ybt4vSadB https://t.co/x85…,2016-05-03T18:50:55.000Z,"",Twitter Web Client,""
ObjectId(5728f30ee6ad0c29540b2d12),@Carlisleboy So why are you so anti-abortion now when Ann Coulter supports Trump performed abortions? @non9linguistic @KatyinIndy,2016-05-03T18:50:54.000Z,"",Twitter for Android,""
ObjectId(5728f30ee6ad0c29540b2d13),"#lmswageer Cruz, Trump Exchange Insults as Indiana Votes: Assailing each other with no letup, Republ... https://t.co/lZcVvvuKaV #SIGUEME",2016-05-03T18:50:55.000Z,"",twitterfeed,""
ObjectId(5728f30ee6ad0c29540b2d14),"RT @Younglionking7: I NEED YOUR HELP to take my #Trump protest into the courtroom. I need to raise legal funds for trial. Please RT 🙏🏼

htt…",2016-05-03T18:50:55.000Z,"",Twitter for Android,""
ObjectId(5728f30ee6ad0c29540b2d15),"RT @GMA: WATCH: Protester fakes out Ted Cruz with handshake, tells him he looks like a fish monster: https://t.co/wK1GjQOo3q https://t.co/q…",2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d16),RT @Trumptbird: 👍OUR NEW HERO!👍 A gutsy @realDonaldTrump supporter stands up to Cruz! #TrumpTrain 🚂💨 #Trump2016 #INPrimary #Hoosiers https:…,2016-05-03T18:50:55.000Z,"",Mobile Web (M5),""
ObjectId(5728f30ee6ad0c29540b2d17),RT @OxfordDonald: @judy_shwabe INDIANA EXIT POLLS: Trump 39% Cruz 26% Kasich 15%,2016-05-03T18:50:55.000Z,"",Twitter Web Client,""
ObjectId(5728f30ee6ad0c29540b2d18),RT @nettles_18: During Cruz' rant today he said they just finished visiting with GR5 class. Why doesn't he spend time with voters? Rallies…,2016-05-03T18:50:55.000Z,"",Twitter for iPad,""
ObjectId(5728f30ee6ad0c29540b2d19),RT @pashaterri: @HardcoreRep @NolteNC @ninja_kach because big $ behind Cruz old Rubio backers Bushercer Koch Soros Natl review chamber Rove,2016-05-03T18:50:55.000Z,"",Twitter for Android,""
ObjectId(5728f30ee6ad0c29540b2d1a),Ted Cruz-Donald Trump fight boils over in India... https://t.co/YsJwJyoFke via @i5gornascimento #i5gornascimento https://t.co/ehDbVs0TRh,2016-05-03T18:50:55.000Z,"",Twibble.io,""
ObjectId(5728f30ee6ad0c29540b2d1b),03 de Mayo Dia de  la Cruz.En Turmero se Conmemora Esta Fecha Como la Santa Cruz De Polvorin.Tradicion del Pueblo.! https://t.co/NNougIlMiw,2016-05-03T18:50:55.000Z,"",Twitter for Android,""
ObjectId(5728f30ee6ad0c29540b2d1c),"RT @CBSNLive: .@TedCruz’s exchange with Trump supporter is “desperate” attempt, @KatrinaPierson says: https://t.co/kdwwj8Z3C7  https://t.co…",2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d1d),RT @theoncominghope: Guys I am absolutely beside myself from Ted Cruz and Carly Fiorina’s hand-holding fail: https://t.co/JqxZnvv96e,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d1e),@FoxBusiness @realDonaldTrump @JanMorganMedia Yet another reason not to watch Fox. The aliens have landed and Trump is their leader SMH,2016-05-03T18:50:55.000Z,"",Twitter for iPad,""
ObjectId(5728f30ee6ad0c29540b2d1f),RT @rinconet: Néstor y CFK planeaban quedarse con 1/4 de PBI y enterrarlo en Santa Cruz. TN necesita darle vacaciones a sus guionistas y tr…,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30ee6ad0c29540b2d20),"""Oh wow, Trump is a nutjob conspiracy theorist"" - People that forgot Donald Trump also peddles conspiracy theories about vaccinations.",2016-05-03T18:50:55.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d21),Hit the Road Cruz and come no more no more  no more hit the Road Ted drive to Canada..;,2016-05-03T18:50:55.000Z,"",Mobile Web (M5),""
ObjectId(5728f30fe6ad0c29540b2d22),Cruz could have parlay this election into 20 years of republican dominance back when he supported @realDonaldTrump  https://t.co/eTesEI9PPw,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d23),"RT @Thomas1774Paine: It took a little longer than expected, but today it's official: 

Trump has broken Ted Cruz. 

Hillary Clinton should…",2016-05-03T18:50:55.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d24),Always spoiled  little Lyin teddy  https://t.co/Wmay05k2zM,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d25),RT @jjduffyusa: Now is the time to stop the socialist progressive liberal destruction of The United States Of America. VOTE TRUMP!! https:/…,2016-05-03T18:50:55.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d26),Wrong answer there. Trump actually knows how to use the media. Cruz didn't.  https://t.co/Y2dJRmnBpB,2016-05-03T18:50:56.000Z,"",TweetDeck,""
ObjectId(5728f30fe6ad0c29540b2d27),RT @retioDF: Oigan diario queman cohetes en santa cruz atoyac! #contingenciaambiental y uno si con el #hoynocircula —@yipicaye https://t.co…,2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d28),RT @america_trump: https://t.co/659iMrtQoB,2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d29),@MattMackowiak @NancyMcAnally @tedcruz Cruz said he would take the high road in this election process.Much of USA not smart enough for that,2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d2a),"RT @stickyfacts: @GoMarlin @bcarter76 @RandPaul 
Trump deceiving propaganda like Obama
https://t.co/SNyjIVFWaW",2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d2b),"RT @RadioFreeTom: Cruz: Name one thing you like about Donald.
Trumper: Everything.
Cruz: One thing.
Trumper: Everything.

#NotACult",2016-05-03T18:50:56.000Z,"",Twitter for iPad,""
ObjectId(5728f30fe6ad0c29540b2d2c),"RT @tcberenson: Highlighting that Trump said this on CNN last week: ""When I came out... I was competing against 17 very, very capable peopl…",2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d2d),RT @trscoop: Trump just accused Ted Cruz’s father of aiding Lee Harvey Oswald before he assassinated JFK https://t.co/mhpxj4ieFK https://t.…,2016-05-03T18:50:56.000Z,"",Twitter for Android,""
ObjectId(5728f30fe6ad0c29540b2d2e),"@realdonaldtrump  You will win Indiana today, Mr. Trump!!!!!",2016-05-03T18:50:56.000Z,"",Mobile Web (M2),""
ObjectId(5728f30fe6ad0c29540b2d2f),RT @OldRowOfficial: The moment Cruz lost Indiana. https://t.co/UksewU0Op9,2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d30),RT @hc_eh: Still Report #839 - New National Poll   Trump Crushing Cruz https://t.co/0G9cTgF5Mb via @YouTube,2016-05-03T18:50:56.000Z,"",Twitter for Android,""
ObjectId(5728f30fe6ad0c29540b2d31),RT @lexi4prez: me watching all the trump supporters  celebrate cinco de mayo https://t.co/qJxJkJFLAs,2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d32),RT @kindcutesteve: Cruz Calls Trump 'Serial Philanderer' &amp; 'Pathological Liar' in Blistering Attack https://t.co/9IjdzB9GWa #p2 #AINF #TNTV…,2016-05-03T18:50:56.000Z,"",Twitter for Android,""
ObjectId(5728f30fe6ad0c29540b2d33),@bridalshop3 umm He is willing and ready to debate Trump..Trump cannot stand the pressure.,2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f30fe6ad0c29540b2d34),"RT @AP: Donald Trump repeats unsubstantiated claims that Ted Cruz's dad has links to JFK's assassin, Lee Harvey Oswald. https://t.co/5c87fT…",2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f30fe6ad0c29540b2d35),@robbiefrank70 Trump?,2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d36),RT @Madaza41: @mario_chappell @Peacebird9 @sarahsside @westcoastprof I know Dems voting for Trump. No Rep will vote for HIllary.,2016-05-03T18:50:56.000Z,"",Twitter for iPad,""
ObjectId(5728f310e6ad0c29540b2d37),"RT @_chrismattingly: ""I can see the Kremlin from Trump Tower!""

#TrumpConspiracyTheories",2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d38),"RT @nowthisnews: A KKK leader in Virginia has endorsed — who else? — Donald Trump
https://t.co/V5Hg2ocJ2G",2016-05-03T18:50:56.000Z,"",Twitter for Android,""
ObjectId(5728f310e6ad0c29540b2d39),"#jobs #jobsearch # #EXCLUSIVE: Trump says he'll keep droning terrorists, hold more press conferences, tell jo... https://t.co/8dLccfWlCP",2016-05-03T18:50:56.000Z,"",twitterfeed,""
ObjectId(5728f310e6ad0c29540b2d3a),RT @lexi4prez: me watching all the trump supporters  celebrate cinco de mayo https://t.co/qJxJkJFLAs,2016-05-03T18:50:56.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d3b),"RT @WayneDupreeShow: Will he or won't he? Chuck Todd frustrated with Cruz's not answering ""Will you support Trump as nominee?"" https://t.co…",2016-05-03T18:50:56.000Z,"",Twitter for Android,""
ObjectId(5728f310e6ad0c29540b2d3c),"@tedcruz &lt;,Talks about Trump being a liar when hes lying about being an
Native born  American",2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d3d),@immigrant4trump #VOTE LEADER #TRUMP Don't RUN from nobody-face em &amp; walk #Indiana  #INPrimary #IndianaPrimary #WIN  https://t.co/NXLNMw2SD5,2016-05-03T18:50:56.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d3e),Argentinian Sports Station Uses Donald Trump to Advertise Soccer Tournament https://t.co/GsuMnd9Xvr,2016-05-03T18:50:56.000Z,"",IFTTT,""
ObjectId(5728f310e6ad0c29540b2d3f),"RT @ToscaAusten: Cruz Unhinged; Campaign Implodes. #Trump #MAGA

Byron York: Back to the wall, Cruz unloads on Trump https://t.co/UtXdJtBZR…",2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d40),RT @Youthful_Cons: Rafael Cruz is #BeckyWithTheGoodHair #Trumpconspiracytheories,2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d41),"RT @immigrant4trump: Donald Trump himself! Shared one my videos! Check it Out ""Indiana...The Time is Now!"" Watch👉https://t.co/CHEetcwGDG ht…",2016-05-03T18:50:57.000Z,"",Twitter for Android,""
ObjectId(5728f310e6ad0c29540b2d42),RT @WEMUSTSTOPTRUMP: Trump Escorts. A very real company owned by Donald Trump. #NeverTrump #pimpingDonald https://t.co/O51D14m1dh,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d43),RT @AnnCoulter: Trump now has 3 surefire ways to finish off Cruz:  1) Indiana; 2) California; 3) Garlic and Crucifixes.,2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d44),RT @MomentMae: No Lyin'Ted! We don't want our kids to act like you! Lie Lie Lie! @OutnumberedFNC @DanScavino Cruz obsessed w/Trump! https:/…,2016-05-03T18:50:57.000Z,"",Twitter for Windows Phone,""
ObjectId(5728f310e6ad0c29540b2d45),RT @littlebytesnews: .@CNN @NBC @MSNBC @ABC @megynkelly @greta @oreillyfactor @scottienhughes why no coverage? #INPrimary #NeverTrump https…,2016-05-03T18:50:57.000Z,"",Twitter for iPad,""
ObjectId(5728f310e6ad0c29540b2d46),It's going to be hilarious when all these Republicans who are anti Trump now will be singing his praises when the general election comes.,2016-05-03T18:50:57.000Z,"",Twitter for Android,""
ObjectId(5728f310e6ad0c29540b2d47),"RT @FiveThirtyEight: The mythology of Trump's ""working class"" support: https://t.co/qY7QySQiXN https://t.co/f5lUwDBfwG",2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f310e6ad0c29540b2d48),RT @stephenfhayes: The GOP establishment is asking conservatives to rally around a flaky conspiracy theorist. https://t.co/1herX2nmTM,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d49),RT @IamAkademiks: TI says if Donald Trump wins... Chains and Shackles are next. 👀 https://t.co/QFSDk238to,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d4a),CNN: Donald Trump is going for the knockout blow against Ted Cruz in Indiana https://t.co/c7CKVLVHsb https://t.co/90mDFQTJ3Y (via jt7…,2016-05-03T18:50:57.000Z,"",IFTTT,""
ObjectId(5728f310e6ad0c29540b2d4b),@fran_rizzo0101 @NSTFP say 'No!' to Trump intimidation—sign and share! https://t.co/1UmwcY5Tpk,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f310e6ad0c29540b2d4c),"RT @keithcalder: My fav thing about Ted Cruz smiling is you can see him thinking ""how much teeth do smiling humans show?"" https://t.co/flUb…",2016-05-03T18:50:57.000Z,"",Plume for Android,""
ObjectId(5728f310e6ad0c29540b2d4d),"Cruz, Trump Exchange Insults as Indiana Votes: Assailing each other with no letup, Republican front-runner Do... https://t.co/LBOrRET1NI",2016-05-03T18:50:57.000Z,"",twitterfeed,""
ObjectId(5728f311e6ad0c29540b2d4e),"RT @Reaganomics2016: If there's such a thing as an honest, well-educated, well-informed, level-headed #Trump supporter, I've not yet encoun…",2016-05-03T18:50:57.000Z,"",Twitter for Android,""
ObjectId(5728f311e6ad0c29540b2d4f),"@MattWalshBlog Unlike Trump, Cruz has class.",2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f311e6ad0c29540b2d50),"( #LozTeletobiiz ) ♥ Cruz, Trump Exchange Insults as Indiana Votes https://t.co/jtQvJZ0d4X #CpCueroPornoqrafico",2016-05-03T18:50:57.000Z,"",twitterfeed,""
ObjectId(5728f311e6ad0c29540b2d51),"#jobs #jobsearch # #Cruz unloads with epic takedown of 'pathological liar,' 'narcissist' Donald Trump:  
    ... https://t.co/qx8EtDXu6R",2016-05-03T18:50:57.000Z,"",twitterfeed,""
ObjectId(5728f311e6ad0c29540b2d52),RT @rafshmatko: Creative family endorses #Trump! #MAGA #DonaldTrump https://t.co/QGfBvWBreM,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f311e6ad0c29540b2d53),"RT @libertyisftw: #TruthHurts
Trump says, ""Build a wall.""
Mexico says, ""Bring a ladder."" https://t.co/nl7WjlBvr3",2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f311e6ad0c29540b2d54),"@_HankRearden I did a poll yesterday, most agree! https://t.co/DJa9BJBlZ6",2016-05-03T18:50:57.000Z,"",TweetDeck,""
ObjectId(5728f311e6ad0c29540b2d55),Ted Cruz Lies TEN Times in Under FIVE Minutes! @MOVEFORWARDHUGE @GayleHall05 @RichardTBurnett @whatzzhername  https://t.co/fp8kJi5fJr,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f311e6ad0c29540b2d56),@OxfordDonald @DefundPPNOW @judy_shwabe Although the alternative was Nixon and look how that turned out.  A prequel to Trump admin.,2016-05-03T18:50:57.000Z,"",Twitter Web Client,""
ObjectId(5728f311e6ad0c29540b2d57),#IndianaPrimary Let's get Bernie a win today.  https://t.co/XlaOqPw5YO,2016-05-03T18:50:57.000Z,"",Twitter for iPhone,""
ObjectId(5728f311e6ad0c29540b2d58),RT @heartscanner03: Trump is COMPLETELY and TOTALLY unhinged !!! #NeverTrump @Reince @GOP this mornings news confirms it !! #IndPrimary,2016-05-03T18:50:58.000Z,"",Twitter for Android,""
ObjectId(5728f311e6ad0c29540b2d59),A Trump presidency would induce so many panic attacks on the #regressiveleft,2016-05-03T18:50:58.000Z,"",Twitter for Android,""
ObjectId(5728f311e6ad0c29540b2d5a),"RT @DrSueDVM: 1yr ago ➞ Trump platform evinced Conservative values

Now ➞ indistinguishable from Hillary's

#INPrimary #ChooseCruz https://…",2016-05-03T18:50:58.000Z,"",Twitter Web Client,""
ObjectId(5728f311e6ad0c29540b2d5b),RT @AmericasVoice: We've documented Trump-inspired attacks on ppl of color in 20+ states on our #TrumpHateMap: https://t.co/3tQQXosIes http…,2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f311e6ad0c29540b2d5c),"#folklore La fiesta del Señor de la Vera Cruz, un canto a la fertilidad: Unas llegaron esperanzadas en ser ma... https://t.co/FChKon7MAy",2016-05-03T18:50:58.000Z,"",twitterfeed,""
ObjectId(5728f311e6ad0c29540b2d5d),#IndianaPrimary - Keep Cruzin! Vote your heart!  Vote Cruz/Fiorina! https://t.co/EF6T4Lbl4y,2016-05-03T18:50:58.000Z,"",Twitter Web Client,""
ObjectId(5728f311e6ad0c29540b2d5e),"¡ENTÉRATE!
Alex Bolaños ya está en #Recife (Brasil) para reforzar al Santa Cruz via @victorloorb https://t.co/4b6D4WoqgY",2016-05-03T18:50:57.000Z,"",Twitter for Android,""
ObjectId(5728f311e6ad0c29540b2d5f),@Marybell1958 @mikesta12 Hard to believe but tRump said it so they believe it! #TrumpConspiracyTheories,2016-05-03T18:50:58.000Z,"",Twitter Web Client,""
ObjectId(5728f312e6ad0c29540b2d60),RT @politico: Poll: Trump up to 56 percent nationally https://t.co/IugO1pzdBw | Getty https://t.co/vOCVaFQVEi,2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d61),"RT @TrumpWhiteHouse: Get the victory speech ready Mr. Trump!
#Trump2016 #MakeAmericaGreatAgain #IndianaForTrump #AlwaysTrump https://t.co/x…",2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d62),"RT @agreatercountry: These comments are crazy, and Ted's father should know @realDonaldTrump will come back at him. Ted should get out http…",2016-05-03T18:50:58.000Z,"",Twitter Web Client,""
ObjectId(5728f312e6ad0c29540b2d63),"RT @delaneylees: First attacking Heidi's looks, now making a false claim about Ted Cruz's dad w/o evidence. DT has lost my vote.  https://t…",2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d64),"How one could even entertain the thought of Donald Trump as President is, in itself utterly insane. #NeverTrump",2016-05-03T18:50:58.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d65),"RT @resurgent: Ted Cruz on Trump: ""A pathological liar...morality does not exist for him."" WATCH: https://t.co/znWrx4AnF3 https://t.co/BIFm…",2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d66),"RT @CristaoBFR: WHATSAPP já caiu 2 vezes, se cair pela terceira vez será que coloca a cruz de malta como símbolo ?",2016-05-03T18:50:58.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d67),"VOTE FOR TRUMP
 https://t.co/ec4Wpc64cC",2016-05-03T18:50:58.000Z,"",Twitter Web Client,""
ObjectId(5728f312e6ad0c29540b2d68),@DonaldJTrumpJr @EricTrump @BillKristol @CBSNews @KatiePavlich @ABCPolitics @MSNBC @CNNPolitics  @AllenWest  https://t.co/LK1I8s5GrM,2016-05-03T18:50:58.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d69),"RT @FiveThirtyEight: The mythology of Trump's ""working class"" support: https://t.co/qY7QySQiXN https://t.co/f5lUwDBfwG",2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d6a),RT @UniteWomenWV: What's the issue about Secretary @HillaryClinton getting $225k a speech when Pres Bush 41/43 got $1m/Trump $1.25m. OK for…,2016-05-03T18:50:58.000Z,"",Twitter for iPad,""
ObjectId(5728f312e6ad0c29540b2d6b),Viewing the wonderful world of Trump as the real world IS the problem with you idiots LOL @Alabama_Wildman @kimmie99 @realDonaldTrump,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f312e6ad0c29540b2d6c),"RT @Italians4Trump: Trump Blasts ‘Disgraceful’ ‘Destruction Of America’ Comments By Cruz’s Father 
https://t.co/zC8PrhCMIO",2016-05-03T18:50:59.000Z,"",Twitter for iPad,""
ObjectId(5728f312e6ad0c29540b2d6d),RT @lexi4prez: me watching all the trump supporters  celebrate cinco de mayo https://t.co/qJxJkJFLAs,2016-05-03T18:50:59.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d6e),CLINTON2016 https://t.co/JCyPtH9yih,2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d6f),RT @jenilynn1001: @marklevinshow why was Rafael Cruz hanging out with Lee Harvey Oswald? https://t.co/mAfQIK6OTQ,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f312e6ad0c29540b2d70),RT @DanScavino: .@CNNPolitics @CNN - DESPERATION! Not what LYIN' TED was saying 8 months ago at Trump Tower. #FACT https://t.co/lKsvRMpMkT,2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d71),RT @JuliaASoto: how many of the fuckboys at concordia that support trump do you think forgot to even register to vote,2016-05-03T18:50:59.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d72),"RT @JayCostTWS: That's nuthin':
Trump Steaks
Trump Water
Trump Phones
Trump Taj Mahal
Trump Vodka
Trump Airlines
Trump: The Game... https:/…",2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d73),"RT @steph93065: I know we are only allowed to ask about what is in the NYTimes, BUT why IS Rafael Cruz with Oswald? 😬 https://t.co/C9V0QUf3…",2016-05-03T18:50:59.000Z,"",Twitter for iPhone,""
ObjectId(5728f312e6ad0c29540b2d74),RT @politico: Poll: Trump up to 56 percent nationally https://t.co/IugO1pzdBw | Getty https://t.co/vOCVaFQVEi,2016-05-03T18:50:59.000Z,"",Twitter for Windows,""
ObjectId(5728f312e6ad0c29540b2d75),RT @PatriotJewel: MT @Dlw20161950: 'One Candidate Stands' Ted Cruz-President! https://t.co/NMvEFwrKRR #CruzCrew #PJNET,2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f312e6ad0c29540b2d76),LETS HAVE THE BILLIONAIRES WORK FOR US FOR A CHANGE...#VOTE TRUMP #MAGA https://t.co/5SF6IJVpkG,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d77),RT @KamVTV: Wow MSM pundits using last ditch effort to take out #Trump. Apparently they didn't learn the last time! This will BACKFIRE! @CN…,2016-05-03T18:50:59.000Z,"",Twitter for iPhone,""
ObjectId(5728f313e6ad0c29540b2d78),RT @rafshmatko: Creative family endorses #Trump! #MAGA #DonaldTrump https://t.co/QGfBvWBreM,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d79),RT @PoliticsGhost: Vote #Trump2016 in the Indiana Primary today! A vote for #Trump is a vote against the political establishment! #IndianaP…,2016-05-03T18:50:59.000Z,"",Twitter for iPhone,""
ObjectId(5728f313e6ad0c29540b2d7a),#usa #elections Democrat children give the finger to Trump supporters https://t.co/EVVnkLowch https://t.co/b07viKG2qn,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d7b),"RT @magnifier661: 300: Making America Great Again [Donald Trump Parody]
#Trump2016 💪
#TrumpTrain 🚂🚋🚌🚋💨
 https://t.co/4kgfEjuCWi via @YouTube",2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d7c),RT @rggoB8ycaIHwcSY: Does anyone seriously believe Trump has any respect for or even understanding of the Constitution? #NeverTrump https:/…,2016-05-03T18:50:59.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d7d),"Cruz Campaign Director Says Trump Is “Hillary Clinton With A Penis”: Well, we knew Republicans were becoming ... https://t.co/IJSlSwjvrx",2016-05-03T18:50:59.000Z,"",twitterfeed,""
ObjectId(5728f313e6ad0c29540b2d7e),"RT @mitchellvii: You can tell that Cruz simply cannot believe he is losing to Trump.  He had it all planned out.

Sorry bro.  Not your call.",2016-05-03T18:50:59.000Z,"",Twitter for Android,""
ObjectId(5728f313e6ad0c29540b2d7f),"RT @jennanjack: He meant to say he wouldn't actually do it, he'd order Christie to do it @rose10052 And he'd do it because Trump is a 'lead…",2016-05-03T18:50:59.000Z,"",Twitter for iPad,""
ObjectId(5728f313e6ad0c29540b2d80),"VanJones, basically confirmed antiAmerican is right to be scared. ALL Americans will see the Winning Change w/ Trump https://t.co/RlS9qTlgsM",2016-05-03T18:51:00.000Z,"",Twitter for Android,""
ObjectId(5728f313e6ad0c29540b2d81),#Trump is winning because hes tapped the true anger among white men. Decades of #GOP led middle class destruction not samesex marriage #tcot,2016-05-03T18:51:00.000Z,"",Twitter Web Client,""
ObjectId(5728f313e6ad0c29540b2d82),"RT @NolteNC: Alt headline: Cruz Steps Right Into Trump's Trap""

 https://t.co/Wlmh704nSM",2016-05-03T18:51:00.000Z,"",Twitter for Android,""
ObjectId(5728f313e6ad0c29540b2d83),"RT @pythonista: I want to see Trump miss the first-vote threshold by 1, and a contested convention for the toxic nomination. #popcorn",2016-05-03T18:51:00.000Z,"",Twitter for iPad,""
ObjectId(5728f313e6ad0c29540b2d84),"RT @jordanisburly: When you see someone you don't like, smile like Ted Cruz",2016-05-03T18:51:00.000Z,"",Twitter for iPhone,""
